Timestamp,RX Packets,TX Packets,RX Bytes,TX Bytes,Dropped Packets,Lambda,Current State,Queue Size
2024-10-08T18:16:29+05:30,3,971,301,0,0,0,0,0,0,0,0
2024-10-08T18:16:30+05:30,7,971,301,0,0,0,0,0,0,0,0
2024-10-08T18:16:31+05:30,8,970,301,0,0,0,0,0,0,0,0
2024-10-08T18:16:32+05:30,7,969,301,0,0,0,0,0,0,0,0
2024-10-08T18:16:33+05:30,8,968,301,0,0,0,0,0,0,0,0
2024-10-08T18:16:34+05:30,6,967,301,0,0,0,0,0,0,0,0
2024-10-08T18:16:35+05:30,8,966,301,0,0,0,0,0,0,0,0
2024-10-08T18:16:36+05:30,5,965,301,0,0,0,0,0,0,0,0
2024-10-08T18:16:37+05:30,10,964,301,0,0,0,0,0,0,0,0
2024-10-08T18:16:38+05:30,6,963,301,0,0,0,0,0,0,0,0
2024-10-08T18:16:39+05:30,6,962,301,0,0,0,0,0,0,0,0
2024-10-08T18:16:40+05:30,3,961,301,0,0,0,0,0,0,0,0
2024-10-08T18:16:41+05:30,5,960,301,0,0,0,0,0,0,0,0
